file_name,transcription,domain_num,domain_name,voice,duration
legal_000055_mekdes.mp3,የምርት የመጨረሻ ምርመራ የሚከናወነው ፋብሪካው የማምረት ሂደቱን ካጠናቀቀ በኋላ ነው።,1,Contracts and Commercial Law,mekdes,5.688
legal_000056_mekdes.mp3,የባንክ ብድር ለማግኘት አመልካቹ የተምዋላ የዋስትና ሰነድ ማቅረብ ይኖርበታል።,1,Contracts and Commercial Law,mekdes,5.232
legal_000057_mekdes.mp3,የኩባንያው የህግ ተገዢነት ክፍል በየሶስት ወሩ የተምዋላ ሪፖርት ለቦርዱ ማቅረብ አለበት።,1,Contracts and Commercial Law,mekdes,5.784
legal_000058_mekdes.mp3,የመሬት ግዢ ስምምነት የሚጸናው ሙሉ ክፍያ ከተፈጸመ እና የባለቤትነት ማስተላለፍ ከተከናወነ በኋላ ነው።,1,Contracts and Commercial Law,mekdes,6.744
legal_000059_mekdes.mp3,የውል ግዴታዎች እንዲተገበሩ በውሉ የተገለጹት ሁሉም ቅድመ ሁኔታዎች መምዋላት አለባቸው።,1,Contracts and Commercial Law,mekdes,5.832
legal_000060_mekdes.mp3,የዋና ስራ አስፈጻሚው የስራ መልቀቂያ ማስታወቂያ በጽሁፍ ከቀረበ በዘጠና ቀናት ውስጥ ስራውን ይለቃል ።,1,Contracts and Commercial Law,mekdes,6.36
legal_000061_mekdes.mp3,የሽምግልና ሂደቱ ከተጠናቀቀ በኋላ በሰባት የስራ ቀናት ውስጥ የሽማግሌው ውሳኔ በጽሁፍ ይሰጣል።,1,Contracts and Commercial Law,mekdes,6.384
legal_000062_mekdes.mp3,የውል ግዴታዎች ሙሉ በሙሉ የሚፈጸሙ ከሆነ ወገኖች ከእንግዲህ ምንም ተጨማሪ ሃላፊነት አይኖርባቸውም።,1,Contracts and Commercial Law,mekdes,6.384
legal_000063_mekdes.mp3,ይህ ውል በሁለት ሺህ አስራ ስድስት አመተ ምህረት በጥር ወር አንድ ቀን ጸንቶ የሚቆይ ይሆናል።,1,Contracts and Commercial Law,mekdes,5.568
legal_000064_mekdes.mp3,የጉዳት ካሳ ማለት የውል መጣስ ሲኖር ተጎጂው ወገን የደረሰበትን ኪሳራ ለማካካስ የሚከፈለው ገንዘብ ማለት ነው።,1,Contracts and Commercial Law,mekdes,7.2
legal_000065_mekdes.mp3,የአፈጻጸም ግዴታ ማለት በውሉ የተገለጹትን ተግባራት በወቅቱ እና በጥራት ማከናወን ማለት ነው።,1,Contracts and Commercial Law,mekdes,6.048
legal_000066_mekdes.mp3,የማእቀብ አንቀጽ ማለት የውል ግዴታዎችን ባለመፈጸም ምክንያት የሚጣል ቅጣት ማለት ነው።,1,Contracts and Commercial Law,mekdes,5.424
legal_000067_mekdes.mp3,የግብይት ውል ማለት በሁለት ወይም ከዚያ በላይ ወገኖች መካከል የሚደረግ የንግድ ስምምነት ማለት ነው።,1,Contracts and Commercial Law,mekdes,6.144
legal_000068_mekdes.mp3,የክፍያ እቅድ ማለት ገዢው ገንዘቡን በየወሩ ወይም በየሩብ አመቱ የሚከፍልበት ዝርዝር ማለት ነው።,1,Contracts and Commercial Law,mekdes,5.904
legal_000069_mekdes.mp3,የመብት ማስተላለፍ አንቀጽ ማለት የአንድን ወገን ህጋዊ መብት ለሌላ ወገን የሚያስተላልፍ ድንጋጌ ማለት ነው።,1,Contracts and Commercial Law,mekdes,6.504
legal_000070_mekdes.mp3,የምርት ፍቃድ ማለት አንድ ኩባንያ የሌላውን ምርት ለማምረት ወይም ለመሸጥ የሚያገኘው ፈቃድ ማለት ነው።,1,Contracts and Commercial Law,mekdes,6.216
legal_000071_mekdes.mp3,የህግ ክፍያ ማለት በህጋዊ ክርክር ውስጥ የተሰጡ የህግ አገልግሎቶች ዋጋ ማለት ነው።,1,Contracts and Commercial Law,mekdes,5.232
legal_000072_mekdes.mp3,የውል ዋጋ ማለት በውሉ መሰረት ለሚቀርበው አገልግሎት ወይም ምርት የሚከፈለው ጠቅላላ ገንዘብ ማለት ነው።,1,Contracts and Commercial Law,mekdes,6.288
legal_000073_mekdes.mp3,የቅድሚያ ክፍያ ማለት በውሉ መጀመሪያ የሚከፈል እና ከጠቅላላው ዋጋ ላይ የሚቀነስ ገንዘብ ማለት ነው።,1,Contracts and Commercial Law,mekdes,6.312
legal_000074_mekdes.mp3,የደንበኛ መረጃ ጥበቃ ማለት የደንበኞችን የግል መረጃ ከጥሰት የመጠበቅ ሂደት ማለት ነው።,1,Contracts and Commercial Law,mekdes,5.784
legal_000075_mekdes.mp3,የወለድ መጠን ማለት በብድር ወይም በተበደረ ገንዘብ ላይ የሚከፈለው ተጨማሪ ክፍያ ማለት ነው።,1,Contracts and Commercial Law,mekdes,5.784
legal_000076_mekdes.mp3,የሃላፊነት ማስተላለፍ ማለት የአንድን ወገን ህጋዊ ሃላፊነት ወደ ሌላ ወገን ማዛወር ማለት ነው።,1,Contracts and Commercial Law,mekdes,6.0
legal_000077_mekdes.mp3,የሽያጭ ማስተዋወቂያ ማለት የምርት ሽያጭን ለመጨመር የሚደረግ የገበያ እንቅስቃሴ ማለት ነው።,1,Contracts and Commercial Law,mekdes,5.856
legal_000078_mekdes.mp3,የዋጋ ክለሳ አንቀጽ ማለት በውሉ የተገለጸውን የምርት ወይም አገልግሎት ዋጋ የመቀየር ሂደት ማለት ነው።,1,Contracts and Commercial Law,mekdes,6.144
legal_000079_mekdes.mp3,የገበያ ምርምር ማለት አንድ ምርት ወይም አገልግሎት በገበያ ላይ ያለውን አቋም መገምገም ማለት ነው።,1,Contracts and Commercial Law,mekdes,5.808
legal_000080_mekdes.mp3,የጉምሩክ ቀረጥ ማለት ከውጭ ወደ አገር ውስጥ በሚገቡ ምርቶች ላይ የሚጣል ግብር ማለት ነው።,1,Contracts and Commercial Law,mekdes,5.52
legal_000081_mekdes.mp3,የውል አቋም ማለት በሁለቱም ወገኖች የተስማሙበት የውል የመጀመሪያ ሁኔታ ማለት ነው።,1,Contracts and Commercial Law,mekdes,5.232
legal_000082_mekdes.mp3,የውል ረቂቅ ማለት በመጨረሻው ውል ከመፈረሙ በፊት የሚዘጋጅ የመጀመሪያ ስምምነት ማለት ነው።,1,Contracts and Commercial Law,mekdes,5.832
legal_000083_mekdes.mp3,የብድር ስምምነት ማለት አንድ ወገን ለሌላው ገንዘብ የሚያበድርበት እና ተበዳሪው የሚከፍልበት ውል ማለት ነው።,1,Contracts and Commercial Law,mekdes,6.624
legal_000084_mekdes.mp3,የአክሲዮን ድርሻ ማለት አንድ ሰው በአንድ ኩባንያ ውስጥ ያለው የባለቤትነት መቶኛ ማለት ነው።,1,Contracts and Commercial Law,mekdes,5.736
legal_000085_mekdes.mp3,የዋጋ ንረት ማስተካከያ ማለት የዋጋ ለውጥ ሲኖር በውሉ የተገለጸውን ዋጋ መቀየር ማለት ነው።,1,Contracts and Commercial Law,mekdes,5.904
legal_000086_mekdes.mp3,የንግድ ፈቃድ ማለት አንድ ኩባንያ የንግድ ስራ ለማካሄድ የሚያገኘው ህጋዊ ፈቃድ ማለት ነው።,1,Contracts and Commercial Law,mekdes,5.904
legal_000087_mekdes.mp3,የውል ስምምነትን ለማጽደቅ ሁሉም የዳይሬክተሮች ቦርድ አባላት በስብሰባው ላይ መገኘት አለባቸው።,1,Contracts and Commercial Law,mekdes,5.952
legal_000088_mekdes.mp3,የውል ማሻሻያ የሚካሄደው የሁለቱም ወገኖች ህጋዊ አማካሪዎች የሰነዱን ይዘት ሲገመግሙ ነው።,1,Contracts and Commercial Law,mekdes,5.88
legal_000089_mekdes.mp3,የአገልግሎት አቅራቢው በሰላሳ ቀናት ውስጥ የተምዋላውን ሪፖርት ማቅረብ አለበት ይህ ካልሆነ ውሉ ይቋረጣል።,1,Contracts and Commercial Law,mekdes,6.432
legal_000090_mekdes.mp3,የመብቶች ሽግግር የሚፈጸመው በጽሁፍ የተረጋገጠ ስምምነት ከተፈረመ በኋላ ወዲያውኑ ነው።,1,Contracts and Commercial Law,mekdes,5.88
legal_000091_mekdes.mp3,የውል ግዴታዎችን ለመወጣት እያንዳንዱ ወገን የራሱን ሀብቶች የማቅረብ ሃላፊነት አለበት።,1,Contracts and Commercial Law,mekdes,5.592
legal_000092_mekdes.mp3,የክፍያ ማዘዣው የሚሰራው የባንክ ዋስትና ከተሰጠ በሰባት የስራ ቀናት ውስጥ ብቻ ነው።,1,Contracts and Commercial Law,mekdes,5.616
legal_000093_mekdes.mp3,የምርት ማቅረቢያው የመጨረሻ ቀን የሚወሰነው የትራንስፖርት እቅዱ ሲጸድቅ ብቻ ነው።,1,Contracts and Commercial Law,mekdes,5.232
legal_000094_mekdes.mp3,ይህንን አንቀጽ መሰረት በማድረግ ማመልከቻው የሚስተናገደው ከሁሉም ሰነዶች ጋር ሲቀርብ ብቻ ነው።,1,Contracts and Commercial Law,mekdes,6.048
legal_000095_mekdes.mp3,የአድራሻ ለውጥ ማስታወቂያ የሚጸናው በጽሁፍ ቀርቦ በሁለት ወገኖች ሲፈረም ነው።,1,Contracts and Commercial Law,mekdes,5.232
legal_000096_mekdes.mp3,የውሉ ትርጉም አሻሚ ከሆነ የዳኝነት አካል የሁለቱንም ወገኖች ፍላጎት ከግምት ውስጥ ያስገባል።,1,Contracts and Commercial Law,mekdes,5.88
legal_000097_mekdes.mp3,የዋና ስራ አስፈጻሚው የስራ መልቀቂያ ማስታወቂያ በጽሁፍ ከቀረበ በዘጠና ቀናት ውስጥ ስራውን ይለቃል።,1,Contracts and Commercial Law,mekdes,6.36
legal_000098_mekdes.mp3,የወለድ ቅጣቱ የሚሰላው ከዋናው እዳ በተጨማሪ ሲሆን ክፍያው ከተዘገየ ነው።,1,Contracts and Commercial Law,mekdes,5.088
legal_000099_mekdes.mp3,የንግድ ምልክት ምዝገባ ማለት የአንድን ኩባንያ የንግድ ምልክት በህጋዊ መንገድ ማስመዝገብ ማለት ነው።,1,Contracts and Commercial Law,mekdes,6.288
legal_000100_mekdes.mp3,የባንክ ዋስትና ማለት አንድ ባንክ በሌላ ወገን ስም ክፍያ ለመፈጸም የሚሰጠው ማረጋገጫ ማለት ነው።,1,Contracts and Commercial Law,mekdes,6.432
legal_000101_mekdes.mp3,የአገልግሎት ውል ማለት አንድ ወገን ለሌላ ወገን አገልግሎት ለመስጠት የሚያደርገው ውል ማለት ነው።,1,Contracts and Commercial Law,mekdes,5.688
legal_000102_mekdes.mp3,የውል ማራዘም ማለት በሁለቱ ወገኖች ስምምነት የውሉን ጊዜ መጨመር ማለት ነው።,1,Contracts and Commercial Law,mekdes,5.016
legal_000103_mekdes.mp3,የኢንሹራንስ ውል ማለት አንድን አደጋ ሲከሰት ለደረሰ ጉዳት ካሳ ለመክፈል የሚደረግ ስምምነት ማለት ነው።,1,Contracts and Commercial Law,mekdes,6.6
legal_000104_mekdes.mp3,የውል ውድቅነት ማለት አንድ ውል ከተመሰረተበት ጊዜ ጀምሮ ዋጋ የሌለው መሆኑ ማለት ነው።,1,Contracts and Commercial Law,mekdes,5.592
legal_000105_mekdes.mp3,የአፈጻጸም መዘግየት ማለት በውሉ የተገለጸው አገልግሎት ወይም ምርት በወቅቱ አለመድረስ ማለት ነው።,1,Contracts and Commercial Law,mekdes,5.88
legal_000106_mekdes.mp3,የአደጋ ግምገማ ማለት የፕሮጀክቶችን ወይም የድርጅቶችን አደጋዎች የመለየት ሂደት ማለት ነው።,1,Contracts and Commercial Law,mekdes,5.856
legal_000107_mekdes.mp3,የወጪና ገቢ ሂሳብ ማለት የኩባንያውን የገንዘብ እንቅስቃሴ የሚያሳይ ሪፖርት ማለት ነው።,1,Contracts and Commercial Law,mekdes,5.448
legal_000108_mekdes.mp3,የህጋዊ ምክር ማለት በህጋዊ ጉዳዮች ላይ የሚሰጥ ሙያዊ አስተያየት ማለት ነው።,1,Contracts and Commercial Law,mekdes,4.92
legal_000109_mekdes.mp3,የኩባንያ መተዳደሪያ ደንብ ማለት የኩባንያውን ውስጣዊ አሰራር የሚገልጽ ሰነድ ማለት ነው።,1,Contracts and Commercial Law,mekdes,5.712
legal_000110_mekdes.mp3,የሽያጭ ትንበያ ማለት የወደፊት ሽያጮችን ለመገመት የሚደረግ ግምት ማለት ነው።,1,Contracts and Commercial Law,mekdes,5.136
legal_000111_mekdes.mp3,የእዳ ማለፍ ማለት አንድ ተበዳሪ እዳውን ለሌላ ወገን ህጋዊ በሆነ መንገድ ማስተላለፍ ማለት ነው።,1,Contracts and Commercial Law,mekdes,6.0
legal_000112_mekdes.mp3,የአማካሪዎች ስምምነት ማለት አንድ አማካሪ ለደንበኛ አገልግሎት ለመስጠት የሚያደርገው ውል ማለት ነው።,1,Contracts and Commercial Law,mekdes,6.264
legal_000113_mekdes.mp3,የቴክኖሎጂ ሽግግር ማለት የአንድን ቴክኖሎጂ መብቶች ለሌላ ወገን ማስተላለፍ ማለት ነው።,1,Contracts and Commercial Law,mekdes,5.64
legal_000114_mekdes.mp3,የንግድ አጋርነት ማለት ሁለት ወይም ከዚያ በላይ ኩባንያዎች ለጋራ ጥቅም አብረው የሚሰሩበት ውል ማለት ነው።,1,Contracts and Commercial Law,mekdes,6.528
legal_000115_mekdes.mp3,የውል አስገዳጅነት ማለት በሁለት ወገኖች የተደረገ ስምምነት በህግ የሚያስገድድ መሆኑ ማለት ነው።,1,Contracts and Commercial Law,mekdes,6.12
legal_000116_mekdes.mp3,የውል ዋጋ ክለሳ የሚካሄደው የገበያ ዋጋ በሰላሳ በመቶ ሲጨምር ወይም ሲቀንስ ነው።,1,Contracts and Commercial Law,mekdes,5.496
legal_000117_mekdes.mp3,የመብት ጥሰት ማስጠንቀቂያ የሚላከው የንግድ ሚስጥር ሲጋለጥ ወይም የንግድ ምልክት ሲኮረጅ ነው።,1,Contracts and Commercial Law,mekdes,5.784
legal_000118_mekdes.mp3,የክፍያ መዘግየት የሚከሰተው የመክፈያ ቀን አልፎ በአስር ቀናት ውስጥ ክፍያ ካልተፈጸመ ነው።,1,Contracts and Commercial Law,mekdes,5.856
legal_000119_mekdes.mp3,የአገልግሎት መቋረጥ የሚፈጸመው የጥራት ደረጃው በሁለት ተከታታይ ጊዜያት ካልተምዋላ ነው።,1,Contracts and Commercial Law,mekdes,5.616
legal_000120_mekdes.mp3,የውል ማሻሻያ የሚጸድቀው በሁለቱም ወገኖች የህግ አማካሪዎች ፍተሻ ከተደረገ በኋላ ነው።,1,Contracts and Commercial Law,mekdes,5.736
legal_000121_mekdes.mp3,በአንቀጽ አንድ መቶ ሃያ አምስት ንኡስ አንቀጽ ሶስት መሰረት የውል መሻር የሚፈቀደው በአስር ቀናት ውስጥ ነው።,1,Contracts and Commercial Law,mekdes,6.624
legal_000122_mekdes.mp3,የኩባንያው የፋይናንስ ሪፖርት በየሩብ አመቱ ለባለአክሲዮኖች በጽሁፍ መቅረብ አለበት።,1,Contracts and Commercial Law,mekdes,5.52
